rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
3369,-3.641801,40.540218,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3370,-3.641043,40.460642,,,,0,0,0,,0,1,,10,0,,0,0,0,,4,0,0,1,1,1,,0,0,0,,30,0,0,,1,14,,0,,,,1,4620,,0,87,1931,,36,,0,0,,0,,,,,,0,0,,0,1,,1,0,,0,,,,,0,0,94,0,0,4,,,55,0,0,,1,0,2,,2,0,0,1,,0,1,6683,0,,,,0,0,0,,,0,23,,,2,0,0,,,0,0,1,6,,0,2
3371,-3.641429,40.50121,,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,,,,,,58,,,,,,,,,,,,,,,7382,,,,,,,,,,,1,,,,,,,,,,,,,,4
3372,-3.640288,40.381065,,,,0,0,,,,1,,,,,0,,0,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,1,,,0,22,,,12,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,0,,,0,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,1,2,,,
3373,-3.640673,40.421634,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
3374,-3.641058,40.462202,,,,0,0,,,0,,,7,,,0,,,,6,,0,,1,1,,0,,,,50,,0,,,18,,0,,,,,4621,,,138,,,43,,0,0,,0,,,,,,0,0,,,,,3,0,,,,,,,2,0,433,0,,1,,,168,0,0,,,0,2,,2,0,,,,,1,17064,0,,,,0,0,0,,,,11,,,2,0,0,,,,0,,3,,,6
3375,-3.640303,40.382626,,,,0,0,2,,0,,,2,2,,0,0,,,5,0,0,1,0,0,,0,5,0,,14,0,0,,1,7,,0,,,,,4582,,,57,1920,,14,,0,0,,0,,690,,,,0,0,,2,,,0,0,,5,1,,,1,1,0,1440,0,5,2,,,560,0,0,,,0,2,,1,0,0,1,1,5,0,53656,0,690,,690,0,0,0,,,1,5,,,2,0,0,690,10.6153846153846,2,0,,5,690,2,5
3376,-3.640687,40.423194,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3377,-3.641831,40.543339,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,550,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,0,,,,,,,,2,,,,,2100,,1325,,,,,,,,,,,,,1325,15.6985294117647,,,1,,2650,,
3378,-3.641073,40.463763,,,,0,0,,,0,,,7,,,2,,,,12,,0,,1,0,,0,,,,88,,0,,,33,,0,,,,,4622,,,223,,,71,,0,0,,0,,,,,,0,0,,,,,4,0,,,,,,,4,0,895,0,,2,,,389,0,0,,,0,1,,3,0,,,,,0,41815,0,,,,0,0,1,,,,19,,,6,0,0,,,,0,,2,,,6
3379,-3.810948,40.465817,,,,,0,,,,,,10,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
3380,-3.810966,40.467377,,,,0,0,121,,0,,,10,121,,0,3,,,18,3,0,1,0,0,,0,4,1,,5,0,0,,1,5,,0,,,,,66,,,116,9,,45,,0,1,,0,,,,,,1,0,,121,,,3,0,,4,,,,,0,0,3,0,4,0,,,3,0,1,,,0,1,,2,1,0,0,,4,0,741,0,,,,0,0,0,,,1,1,,,5,0,0,,,121,0,,0,,121,2
3381,-3.810498,40.42837,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
3382,-3.810985,40.468937,,,,1,0,,,0,,,10,,,3,,,,18,,0,,1,5,,0,,,,112,,0,,,43,,0,,,,,67,,,115,,,44,,0,1,,0,,,,,,1,0,,,,,3,0,,,,,,,16,0,19,0,,0,,,19,1,1,,,1,1,,2,1,,,,,2,5613,1,,,,0,0,0,,,,8,,,5,0,0,,,,0,,0,,,2
3383,-3.809544,40.348796,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3384,-3.811004,40.470497,,,,0,0,,,0,,,10,,,0,,,,17,,0,,0,0,,0,,,,3,,0,,,1,,0,,,,,68,,,117,,,48,,0,1,,0,,,,,,1,0,,,,,3,0,,,,,,,3,0,13,0,,0,,,13,0,1,,,0,1,,2,1,,,,,0,5299,0,,,,0,0,0,,,,7,,,5,0,0,,,,0,,2,,,1
3385,-3.811023,40.472058,,,,0,0,,,0,,,10,,,0,,,,2,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,69,,,9,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,12,0,,0,,,12,0,0,,,0,0,,0,0,,,,,0,3672,0,,,,0,0,0,,,,5,,,0,0,0,,,,0,,2,,,2
3386,-3.811042,40.473618,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,4,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3387,-3.8096,40.353477,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3388,-3.809675,40.359718,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
3389,-3.810704,40.445533,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3390,-3.810723,40.447093,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3391,-3.809899,40.378441,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3392,-3.584472,40.465623,,,,0,0,,,0,,,10,,,0,,,,3,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,5737,,,13,,,10,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,99,1,,0,,,79,0,0,,,0,0,,0,0,,,,,0,6260,0,,,,0,0,0,,,,26,,,0,0,0,,,,0,,0,,,4
3393,-3.584485,40.467184,,,,0,0,,,0,1,,10,,,0,,1,,3,,0,,0,0,,0,,,,10,,0,,,8,,0,,,,1,5738,,1,19,,,13,,0,0,,0,,725,,,,0,0,,,1,,0,0,,,1,,,1,2,0,214,1,,0,,,177,0,0,,0,0,0,,0,0,,,1,,0,10248,0,725,,725,0,1,0,,,,14,,,0,0,0,725,16.1111111111111,,0,0,2,725,,3
3394,-3.584499,40.468744,1.28,,,0,0,,,0,1,,8,,,0,,10,,2,,0,,0,0,3011.25,0,,,,6,,0,3011.25,,5,3011.25,0,,1,3011.25,1,5739,1,10,18,,10,13,3011.25,0,0,1,0,1,1100,61,,,0,0,,,10,99,0,0,,,1,,,1,1,0,155,1,,0,2561,,80,0,0,,0,0,0,,0,0,,,1,,0,6734,0,1100,,1100,0,1,0,,,,2,,,0,0,0,1100,10,,0,0,3,1100,,3
3395,-3.58346,40.348597,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
3396,-3.584512,40.470304,,,,0,0,46,,0,1,,8,46,,1,1,0,,15,1,0,2,0,1,,0,4.75,0,,24,1,0,,2,17,,0,,,,2,5740,,0,76,2243,,42,,0,0,,0,,,,,,0,0,,92,2,,3,0,,4.75,,,,,4,0,468,0,4.5,0,,,233,0,0,,2,0,1,,1,0,0,1,,5,1,19076,0,,,,0,0,0,,,2,17,,,1,0,0,,,87,0,2,2,,5,7
3397,-3.583824,40.390727,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
3398,-3.584526,40.471865,0,,,0,0,,,0,,,6,,,3,,,,23,,0,,1,2,,1,,,,94,,0,,,50,,0,,,,,5741,1,,174,,1,76,,0,0,2,0,1,800,0,,,0,0,,,,45,5,0,,,1,,,1,17,0,414,0,,1,2562,,204,0,0,,,0,1,,1,0,,,1,,1,13385,0,800,,800,0,0,0,,,,22,,,6,0,0,800,10,,0,,1,800,,7
3399,-3.583837,40.392287,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,2,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3400,-3.584539,40.473425,,,,0,0,6,,0,,,6,6,,2,0,,,27,0,1,1,1,3,,1,4.5,0,,90,0,0,,1,42,,0,,,,,5742,,,217,2244,,86,,0,0,,0,,650,,,,0,0,,6,,,5,0,,4.5,1,,,1,7,0,389,0,4.5,1,,,188,0,0,,,0,3,,2,0,0,1,1,4.5,1,16440,0,650,,650,0,0,1,,,1,6,,,7,1,0,650,10,6,0,,3,650,6,7
3401,-3.583501,40.353278,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3402,-3.583851,40.393847,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,3,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3403,-3.584553,40.474985,,,,0,0,,,0,,,7.5,,,0,,,,12,,1,,1,0,,0,,,,35,,0,,,20,,0,,,,,5743,,,135,,,54,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,3,0,231,0,,2,,,227,0,0,,,0,4,,1,0,,,,,0,22798,0,,,,0,0,1,,,,2,,,3,1,0,,,,0,,2,,,4.015675
3404,-3.583514,40.354838,,,,0,0,,,,,,1,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,1,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3405,-3.583864,40.395408,,,,0,0,,,,,,1,,,0,,,,0,,0,,0,0,,0,,,,3,,0,,,2,,0,,,,,,,,10,,,8,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
3406,-3.584567,40.476546,,,,0,0,,,,,,,,,0,,,,4,,1,,0,0,,0,,,,10,,0,,,7,,0,,,,,,,,34,,,19,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,1,,,,0,0,,,0,1,,1,0,,,,,0,,0,,,,0,0,1,,,,,,,1,1,0,,,,0,,2,,,
3407,-3.583528,40.356399,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
